id,authority,url,host,status,cdn,err
russia-rosstat,government,https://rosstat.gov.ru/statistics,rosstat.gov.ru,0,unknown,
canada-boc,government,https://www.bankofcanada.ca/rates/,www.bankofcanada.ca,200,unknown,
turkey-tuik,government,https://data.tuik.gov.tr,data.tuik.gov.tr,200,unknown,
croatia-dzs,government,https://dzs.gov.hr/en/data-and-statistics,dzs.gov.hr,404,unknown,
romania-bvb,market,https://www.bvb.ro/FinancialInstruments/Markets/Shares,www.bvb.ro,200,unknown,
romania-ins,government,https://insse.ro/cms/en/statistici-2,insse.ro,0,unknown,
denmark-dst,government,https://www.dst.dk/en/Statistik,www.dst.dk,302,origin,
gso-vietnam,government,https://www.gso.gov.vn/en/data-and-statistics/,www.gso.gov.vn,0,unknown,
czechia-czso,government,https://vdb.czso.cz,vdb.czso.cz,200,unknown,
us-bls,government,https://www.bls.gov/data/,www.bls.gov,403,akamai,
mexico-coneval,government,https://www.coneval.org.mx,www.coneval.org.mx,200,unknown,
finland-stat,government,https://pxdata.stat.fi/PxWeb/pxweb/en/StatFin/,pxdata.stat.fi,200,unknown,
canada-statcan,government,https://www.statcan.gc.ca/en/start,www.statcan.gc.ca,200,origin,
canada-cihi,government,https://www.cihi.ca/en/access-data-and-reports,www.cihi.ca,403,unknown,
canada-cer,government,https://www.cer-rec.gc.ca/en/data-analysis/,www.cer-rec.gc.ca,200,origin,
mx-banxico,government,https://www.banxico.org.mx,www.banxico.org.mx,200,unknown,
us-data-gov,government,https://catalog.data.gov/dataset,catalog.data.gov,200,cloudfront,
china-moj,government,https://www.moj.gov.cn/pub/sfbgw/zwgkzl/tjsj/,www.moj.gov.cn,302,origin,
usgs-earthexplorer,government,https://earthexplorer.usgs.gov/,earthexplorer.usgs.gov,200,unknown,
china-spc,government,https://www.court.gov.cn/sfsj.html,www.court.gov.cn,403,unknown,
aus-aihw,government,https://www.aihw.gov.au/,www.aihw.gov.au,403,cloudflare,
bureau-of-meteorology,government,https://www.bom.gov.au,www.bom.gov.au,200,akamai,
australia-abs,government,https://www.abs.gov.au,www.abs.gov.au,200,cloudfront,
us-cdc,government,https://wonder.cdc.gov/,wonder.cdc.gov,200,unknown,
romania-bnr,government,https://www.bnr.ro/Statistics-702.aspx,www.bnr.ro,404,unknown,
us-federalreserve,government,https://www.federalreserve.gov/data.htm,www.federalreserve.gov,200,cloudflare,
brazil-mdic-secex,government,https://comexstat.mdic.gov.br/en/home,comexstat.mdic.gov.br,403,cloudflare,
slovenia-surs,government,https://www.stat.si/StatWeb/en,www.stat.si,200,origin,
usaid-ddl,government,https://data.usaid.gov,data.usaid.gov,0,unknown,
us-census,government,https://data.census.gov,data.census.gov,200,cloudflare,
mexico-inegi,government,https://www.inegi.org.mx/datos/,www.inegi.org.mx,200,origin,
asx,market,https://www.asx.com.au/markets,www.asx.com.au,200,fastly,
us-bea,government,https://www.bea.gov/data,www.bea.gov,200,azure,
noaa-cdo,government,https://www.ncei.noaa.gov/cdo-web/,www.ncei.noaa.gov,200,origin,
usgs,government,https://www.usgs.gov/products/data,www.usgs.gov,405,cloudfront,
slovakia-susr,government,https://datacube.statistics.sk,datacube.statistics.sk,200,origin,
nz-stats,government,https://infoshare.stats.govt.nz,infoshare.stats.govt.nz,200,cloudflare,
china-sac-standards,government,https://std.samr.gov.cn/,std.samr.gov.cn,404,origin,
us-treasury,government,https://fiscaldata.treasury.gov,fiscaldata.treasury.gov,200,unknown,
brazil-bcb,government,https://dadosabertos.bcb.gov.br,dadosabertos.bcb.gov.br,200,azure,
brazil-conab,government,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-cafe,www.gov.br,403,unknown,
kenya-knbs,government,https://www.knbs.or.ke/publications/,www.knbs.or.ke,0,unknown,
greece-elstat,government,https://www.statistics.gr/en/statistics,www.statistics.gr,0,unknown,
faostat,international,https://www.fao.org/faostat/en/,www.fao.org,200,cloudflare,
colombia-dane,government,https://www.dane.gov.co/index.php/estadisticas-por-tema,www.dane.gov.co,401,unknown,
peru-inei,government,https://www.inei.gob.pe/estadisticas/,www.inei.gob.pe,200,origin,
china-mca,government,https://www.mca.gov.cn/n156/n2679/index.html,www.mca.gov.cn,0,unknown,
unfpa-china,international,https://china.unfpa.org/en/publications,china.unfpa.org,200,fastly,
adb-data,international,https://data.adb.org,data.adb.org,403,cloudflare,
unfpa-urbanization,international,https://www.unfpa.org/urbanization,www.unfpa.org,200,fastly,
cgiar-research-data,international,https://gardian.cgiar.org/,gardian.cgiar.org,200,origin,
afdb-statistics,international,https://dataportal.opendataforafrica.org,dataportal.opendataforafrica.org,403,cloudflare,
adb-data-library,international,https://data.adb.org,data.adb.org,403,cloudflare,
argentina-indec,government,https://www.indec.gob.ar/indec/web/Nivel3-Tema-3-35,www.indec.gob.ar,200,unknown,
caf,international,https://www.caf.com/en/,www.caf.com,0,unknown,
nigeria-nbs,government,https://www.nigerianstat.gov.ng/elibrary,www.nigerianstat.gov.ng,200,origin,
caribbean-development-bank,international,https://www.caribank.org/data/country-data-reports,www.caribank.org,200,fastly,
idb,international,https://www.iadb.org/en/knowledge-resources/data,www.iadb.org,403,cloudflare,
afdb,international,https://www.afdb.org/en/knowledge/statistics,www.afdb.org,403,cloudflare,
ghana-gss,government,https://statsghana.gov.gh/data-statistics/economic-statistics,statsghana.gov.gh,200,origin,
hungary-ksh,government,https://www.ksh.hu/engstadat,www.ksh.hu,200,unknown,
adb-vietnam,international,https://www.adb.org/countries/viet-nam/data,www.adb.org,403,cloudflare,
us-hud,government,https://www.huduser.gov/portal/datasets/,www.huduser.gov,200,unknown,
south-africa-statssa,government,https://www.statssa.gov.za/?page_id=1854,www.statssa.gov.za,200,imperva,
stats-sa,government,https://www.statssa.gov.za/?page_id=1521,www.statssa.gov.za,404,imperva,
egypt-capmas,government,https://www.capmas.gov.eg/Pages/Publications.aspx,www.capmas.gov.eg,200,origin,
aiddata,research,https://www.aiddata.org/datasets,www.aiddata.org,200,cloudflare,
worldbank-open-data,international,https://data.worldbank.org,data.worldbank.org,200,cloudflare,
chile-ine,government,https://www.ine.gob.cl/estadisticas,www.ine.gob.cl,200,origin,
adb-key-indicators,international,https://kidb.adb.org,kidb.adb.org,200,azure,
adb,international,https://www.adb.org/what-we-do/data,www.adb.org,403,cloudflare,
adb-vietnam-data,international,https://www.adb.org/countries/viet-nam/data,www.adb.org,403,cloudflare,
brazil-mapa,government,https://indicadores.agricultura.gov.br/agrostat/index.htm,indicadores.agricultura.gov.br,200,unknown,
adb-ado,international,https://www.adb.org/publications/series/asian-development-outlook,www.adb.org,403,cloudflare,
imf-data,international,https://data.imf.org,data.imf.org,403,akamai,
oecd-pisa,international,https://www.oecd.org/en/about/programmes/pisa.html,www.oecd.org,403,cloudflare,
iea-energy-data,international,https://www.iea.org/data-and-statistics,www.iea.org,403,cloudflare,
china-wenshu,government,https://wenshu.court.gov.cn/website/wenshu/181107ANFZ0BXSK4/index.html,wenshu.court.gov.cn,200,unknown,
intl-copernicus-cdse,international,https://dataspace.copernicus.eu,dataspace.copernicus.eu,200,unknown,
eurostat,international,https://ec.europa.eu/eurostat/databrowser/explore/all/all_themes,ec.europa.eu,200,unknown,
opec-statistics,international,https://asb.opec.org,asb.opec.org,403,cloudflare,
nasa-earthdata,government,https://www.earthdata.nasa.gov,www.earthdata.nasa.gov,200,cloudfront,
usda-fas,government,https://apps.fas.usda.gov/psdonline/app/index.html,apps.fas.usda.gov,0,unknown,
asean-stats,international,https://data.aseanstats.org,data.aseanstats.org,403,origin,
iso-construction,international,https://www.iso.org/committee/49070/x/catalogue/,www.iso.org,200,cloudflare,
oecd-statistics,international,https://stats.oecd.org,stats.oecd.org,405,unknown,
brazil-ibge,government,https://www.ibge.gov.br/en/indicators,www.ibge.gov.br,0,unknown,
ceic-vietnam,commercial,https://www.ceicdata.com/en/country/vietnam,www.ceicdata.com,200,cloudfront,
ebrd,international,https://www.ebrd.com,www.ebrd.com,200,fastly,
ecb-sdw,government,https://data.ecb.europa.eu/,data.ecb.europa.eu,200,unknown,
irena,international,https://www.irena.org/Data,www.irena.org,200,unknown,
iea-education-studies,international,https://www.iea.nl/data-tools/repository,www.iea.nl,200,origin,
who-gho,international,https://www.who.int/data/gho/data/indicators,www.who.int,200,cloudflare,
unsd-national-accounts,international,https://unstats.un.org/unsd/snaama,unstats.un.org,200,unknown,
ico-coffee,international,https://www.ico.org/trade_statistics.asp,www.ico.org,404,origin,
iaea-energy-data,international,https://data.iaea.org/,data.iaea.org,403,unknown,
gavi,international,https://www.gavi.org/programmes-impact/our-impact/facts-and-figures,www.gavi.org,403,unknown,
jodi,international,https://www.jodidata.org/oil/database/data-downloads.aspx,www.jodidata.org,200,origin,
unctad-infrastructure-statistics,international,https://unctadstat.unctad.org/datacentre,unctadstat.unctad.org,403,cloudflare,
china-cgs,government,https://geocloud.cgs.gov.cn,geocloud.cgs.gov.cn,0,unknown,
bis-cbta,international,https://data.bis.org/topics/CBTA,data.bis.org,200,unknown,
bis-reserves,international,https://data.bis.org/topics/CBTA,data.bis.org,200,unknown,
codex-alimentarius,international,https://www.fao.org/fao-who-codexalimentarius/codex-texts/all-standards/en/,www.fao.org,200,cloudflare,
unctad,international,https://unctadstat.unctad.org,unctadstat.unctad.org,403,cloudflare,
eea-climate,international,https://www.eea.europa.eu/en/datahub,www.eea.europa.eu,200,origin,
cites-trade-database,international,https://trade.cites.org,trade.cites.org,200,origin,
iais,international,https://www.iais.org/activities-topics/financial-stability/gimar/,www.iais.org,200,unknown,
unctad-trade-transport,international,https://unctadstat.unctad.org/EN/TransportCost.html,unctadstat.unctad.org,403,cloudflare,
brazil-cecafe,market,https://www.cecafe.com.br/publicacoes/relatorio-de-exportacoes/,www.cecafe.com.br,200,origin,
ecdc-surveillance,international,https://www.ecdc.europa.eu/en/data-dashboards-and-databases,www.ecdc.europa.eu,200,cloudfront,
itf-transport,international,https://www.itf-oecd.org/transport-statistics,www.itf-oecd.org,403,cloudflare,
gbif,international,https://www.gbif.org/occurrence/search,www.gbif.org,403,cloudflare,
sasb-standards,international,https://sasb.ifrs.org/standards/,sasb.ifrs.org,200,cloudfront,
ilo-statistics,international,https://ilostat.ilo.org/data/,ilostat.ilo.org,200,cloudflare,
ember-climate,research,https://ember-climate.org/data/,ember-climate.org,403,cloudflare,
unesco-uis,international,https://data.uis.unesco.org/,data.uis.unesco.org,200,unknown,
eu-construction,international,https://ec.europa.eu/growth/sectors/construction_en,ec.europa.eu,200,cloudfront,
global-reporting-initiative,international,https://www.globalreporting.org/standards/,www.globalreporting.org,200,cloudflare,
wipo-ip-statistics,international,https://www3.wipo.int/ipstats/,www3.wipo.int,200,cloudfront,
basel-convention,international,https://www.basel.int,www.basel.int,200,origin,
wto-statistics,international,https://stats.wto.org,stats.wto.org,200,cloudflare,
unicef,international,https://data.unicef.org/resources/resource-type/datasets/,data.unicef.org,403,cloudflare,
amis,international,https://www.amis-outlook.org,www.amis-outlook.org,200,fastly,
africa-cdc,international,https://africacdc.org,africacdc.org,200,origin,
ipcc,international,https://www.ipcc-data.org/observ/index.html,www.ipcc-data.org,503,unknown,
bipm-kcdb,international,https://www.bipm.org/kcdb,www.bipm.org,200,origin,
unhcr,international,https://www.unhcr.org/refugee-statistics/,www.unhcr.org,403,cloudflare,
icao-aviation-data,international,https://dataservices.icao.int/,dataservices.icao.int,200,origin,
global-carbon-project,research,https://www.globalcarbonproject.org/carbonbudget/,www.globalcarbonproject.org,200,origin,
un-comtrade,international,https://comtradeplus.un.org,comtradeplus.un.org,200,unknown,
unfccc,international,https://di.unfccc.int,di.unfccc.int,200,imperva,
semi,research,https://semi.org/en/products-services/market-data,semi.org,403,cloudflare,
cdiac,research,https://data.ess-dive.lbl.gov/portals/CDIAC,data.ess-dive.lbl.gov,404,cloudflare,
paleobiodb,research,https://paleobiodb.org/navigator/,paleobiodb.org,200,origin,
paris-club,international,https://www.clubdeparis.org,www.clubdeparis.org,200,unknown,
china-robot-industry-alliance,market,https://cria.mei.net.cn/gzpt.asp?lm=/1310,cria.mei.net.cn,0,unknown,
un-ocha-fts,international,https://fts.unocha.org,fts.unocha.org,202,unknown,
china-petroleum-chemical-federation,market,http://www.cpcif.org.cn/list/402882396610575f0166105924fe0000,www.cpcif.org.cn,200,origin,
cdp,research,https://www.cdp.net/en/data,www.cdp.net,200,azure,
un-population,international,https://population.un.org/wpp/,population.un.org,200,unknown,
common-crawl,research,https://commoncrawl.org,commoncrawl.org,200,cloudflare,
aafc,government,https://open.canada.ca/data/en/organization/aafc-aac,open.canada.ca,200,unknown,
isric-world-soil,research,https://www.isric.org/explore,www.isric.org,200,unknown,
bp-statistical-review,market,https://www.energyinst.org/statistical-review,www.energyinst.org,403,cloudflare,
china-optical-association,market,https://www.coema.org.cn/research/sum,www.coema.org.cn,200,unknown,
china-machine-tool-association,market,https://www.cmtba.org.cn/web/11/list.html,www.cmtba.org.cn,200,unknown,
bloomberg-ipo-database,commercial,https://www.bloomberg.com/professional/products/bloomberg-terminal/,www.bloomberg.com,403,fastly,
china-cntac,other,https://www.cntac.org.cn/jinghua,www.cntac.org.cn,0,unknown,
ecmwf,international,https://cds.climate.copernicus.eu,cds.climate.copernicus.eu,200,unknown,
china-charging-alliance,market,https://evcipa.com/dataCenter/dataList,evcipa.com,200,origin,
cryptocurrency-data,commercial,https://coinmarketcap.com,coinmarketcap.com,200,cloudfront,
alpha-vantage,commercial,https://www.alphavantage.co/,www.alphavantage.co,200,cloudflare,
bea-international-trade,government,https://apps.bea.gov/iTable/index_ita.cfm,apps.bea.gov,200,azure,
crsp,research,https://www.crsp.org/,www.crsp.org,200,fastly,
bloomberg-terminal,commercial,https://www.bloomberg.com/markets,www.bloomberg.com,403,fastly,
bloomberg-terminal-ipo,commercial,https://www.bloomberg.com/professional/products/bloomberg-terminal/,www.bloomberg.com,403,fastly,
derwent-innovation-index,commercial,https://clarivate.com/products/derwent-innovation/,clarivate.com,200,fastly,
qs-world-university-rankings,market,https://www.topuniversities.com/world-university-rankings,www.topuniversities.com,403,cloudflare,
cambridge-structural-database,research,https://www.ccdc.cam.ac.uk,www.ccdc.cam.ac.uk,200,azure,
conll-shared-tasks,research,https://www.conll.org/previous-tasks,www.conll.org,200,origin,
china-rare-earth-association,market,https://ac-rei.org.cn,ac-rei.org.cn,200,origin,
british-museum-collection,research,https://www.britishmuseum.org/collection,www.britishmuseum.org,403,cloudflare,
china-imt2030,government,https://www.imt2030.org.cn/html/default/zhongwen/chengguofabu/index.html,www.imt2030.org.cn,200,origin,
imagenet,research,https://www.image-net.org,www.image-net.org,200,origin,
cifar,research,https://www.cs.toronto.edu/~kriz/cifar.html,www.cs.toronto.edu,200,origin,
bookscorpus,research,https://github.com/soskek/bookcorpus,github.com,200,unknown,
singapore-dos,government,https://tablebuilder.singstat.gov.sg,tablebuilder.singstat.gov.sg,200,unknown,
india-meity,government,https://www.meity.gov.in/content/annual-report,www.meity.gov.in,200,unknown,
refinitiv-lseg,commercial,https://www.lseg.com/en/data-analytics/products/workspace,www.lseg.com,200,cloudfront,
china-lcd-association,market,https://www.coda.org.cn,www.coda.org.cn,403,origin,
japan-customs,government,https://www.customs.go.jp/toukei/info/index_e.htm,www.customs.go.jp,200,origin,
akshare,other,https://github.com/akfamily/akshare,github.com,200,unknown,
icc-trade-register,international,https://iccwbo.org/news-publications/policies-reports/icc-trade-register-report/,iccwbo.org,200,origin,
thailand-nso,government,https://www.nso.go.th/nsoweb/officialStatistics,www.nso.go.th,200,imperva,
us-fred,government,https://fred.stlouisfed.org,fred.stlouisfed.org,0,unknown,
sec-edgar,government,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany,www.sec.gov,403,akamai,
asean-centre-for-energy,international,https://aseanenergy.org/publications/,aseanenergy.org,200,cloudflare,
aws-open-data-registry,commercial,https://registry.opendata.aws/,registry.opendata.aws,200,cloudfront,
arwu,research,https://www.shanghairanking.com/rankings/arwu/2025,www.shanghairanking.com,200,alicdn,
china-additive-manufacturing-alliance,market,https://www.miit-eidc.org.cn,www.miit-eidc.org.cn,200,unknown,
tennis-sackmann,research,https://github.com/JeffSackmann/tennis_atp,github.com,200,unknown,
tennis-atp-wta-data,research,https://github.com/JeffSackmann/tennis_atp,github.com,200,unknown,
tennis-abstract-atp-wta,research,https://github.com/JeffSackmann/tennis_atp,github.com,200,unknown,
joinquant,commercial,https://www.joinquant.com/data,www.joinquant.com,200,origin,
ceic-global-database,commercial,https://www.ceicdata.com/en/products/global-economic-database,www.ceicdata.com,200,cloudfront,
china-mnr-minerals,government,https://www.mnr.gov.cn/sj/sjfw/kc_19263/,www.mnr.gov.cn,0,unknown,
entso-e,international,https://transparency.entsoe.eu,transparency.entsoe.eu,200,unknown,
us-sia,other,https://www.semiconductors.org/data/,www.semiconductors.org,200,cloudflare,
hundsun-juyuan,commercial,https://gildata.hs.net/,gildata.hs.net,200,unknown,
usa-eia,government,https://www.eia.gov,www.eia.gov,503,akamai,
china-cnao,government,https://www.audit.gov.cn,www.audit.gov.cn,0,unknown,
china-semiconductor-association,market,https://web.csia.net.cn/hyyhfx,web.csia.net.cn,200,alicdn,
china-instrument-society,research,https://www.cis.org.cn/post/index/162,www.cis.org.cn,0,unknown,
china-npc-law,government,https://flk.npc.gov.cn/,flk.npc.gov.cn,0,unknown,
china-miit-eidc,government,https://www.miit-eidc.org.cn/,www.miit-eidc.org.cn,0,unknown,
japan-meti,government,https://www.meti.go.jp/english/statistics/index.html,www.meti.go.jp,0,unknown,
china-stma,government,https://www.tobacco.gov.cn/html/42/index.html,www.tobacco.gov.cn,0,unknown,
china-software-association,market,https://www.csia.org.cn/,www.csia.org.cn,200,unknown,
undp-hdr,international,https://hdr.undp.org/data-center,hdr.undp.org,0,unknown,
china-auto-association,market,http://www.caam.org.cn/tjsj,www.caam.org.cn,0,unknown,
